utterance,hat
"Oh , yes , Mr Wang , i look at your resume you emailed , very impressive , are you a P . M . ~ meet someone like you , i was thinking of calling you this afternoon , and having a telephone interview .",yellow
"Which is more interesting to you , flying kites or going roller-skating ?",white
"Well , the pulp falls from a box onto the first part of the paper machine , which is basically a wire bed with large holes in it , where most of the water is extracted .",black
I am all set . He can come anytime . __eou__,white
"Yes , the back door is about four or five steps higher than the ground .",black
"cheer up , Nada . You'll be fine . __eou__",white
You are lazy . You ought to be ashamed ? You should enjoy working . __eou__,red
I think red would be nice .,green
I usually get a lot of information on the computer and use E-mail to send messages to my friends .,black
that ’ s great idea . But don ’ t the tv station lose a lot of money because of that ?,yellow
"It's a lovely day , isn't it ?",yellow
"Well , generally speaking , if you want to change someone ’ s mind or understand his position , you have to put yourself in his shoes . Understand his need and the cost for his need . And then you work together to find a solution .",yellow
"Ladies and gentlemen , dear Mr . Simpson . Following the increasing communication between Unity Company and Pineapple Computer Company , we established steady cooperation . And today we all here feel very proud and honored to have Mr . Simpson with us . Mr . Simpson is well-known for his success and his career . So first of all , let me , on the behalf of all present here , extend our warm welcome and cordial greetings to our distinguished guest . Now let's invite Mr . Simpson to give us his speech .",white
"I wanted to , but the water is too cold , and I just wetted in up to my knees .",yellow
A well-learned person never does that . __eou__,red
"It's about a girl . No , an angel ! I'm going to the coffee shop where she works right now . __eou__",white
"Yes , emergency . There is a huge fire here .",red
So they create viruses to tell people they are smart ? That's really sick . __eou__,red
This is highway robbery . I've got a good mind to call the police !,red
"I have to make money to support the family , so I have little time left to share with you .",red
I sure hope so . __eou__,white
I'm going to New York to visit my sister . She is in art school . I've never been to New York before . I'm kind of scared .,black
With this ring I thee wed . Wear it as a symbol of our love and commitment .,yellow
"OK , how about 12:30 PM ?",yellow
Hey . I'm a visitor from China . I love your music . It's the best I've ever heard . Will you please spare a little bit of time for me ?,black
I bet . But he is always busy telling the children stories .,white
Could you tell me how to use the library ?,green
We are through .,red
"That's unfair , Mom .",red
What's wrong with heading out with Mark for vacation ?,red
"Lisa , I need some help here .",green
I figured I might as well send one or two of them out . Maybe my luck will get better .,white
Gross ! What are you doing to yourself ?,red
"Well , I was looking in this magazine the other day and cruises are not very expensive at all . Take a look at this ! __eou__",green
I can ’ t believe this ! Why are all these things happening to me ! I can ’ t take it anymore ! Let me out of the car !,red
Yes . It will keep your face from getting dry and make your skin soft . __eou__,green
"The food station was as crowded as usual . I waited for 20 minutes for my sandwich , and when I finally got it the chicken was underdone .",red
Look ! David gives his following-comment on my first blog . He is my first visitor . __eou__,white
You know you didn't .,red
"oh , I'm sorry to hear that . You can go on a holiday to cheer you up .",black
Tell me about some of your recent goals and what you do to achieve them .,yellow
Pretty ! Say beautiful rather . Can you imagine any thing nearer perfect beauty than she altogether-face and figure ?,yellow
"No , no , no . They are all handmade , girl . You know , the ancient Chinese women were supposed to be good at needlework .",black
"Hey , look outside ! It's started to drizzle !",yellow
Check out what happens when I put on the brakes suddenly . It can stop quickly .,yellow
I could also bring some music if you want . I've got loads of songs on my new iPod .,white
So he will make a perfect husband . Make sure you will be here next Monday .,yellow
"I am dieting , so could the chef prepare the food with no extra sauce ?",green
"to be honest , in order for the earth to continue to be a habitable place , we're all going to have to become more interested in the environment . __eou__",white
"Yes , let's do it now . __eou__",white
"Fine ! Well , I'll get right on it now ! __eou__",yellow
Maybe you're right . But I just still can't understand ...,white
"well , it's said that a lot of young people favor getting married quickly which tend end quickly too .",black
